Name,Description,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Combined
Here Comes the Groom,"Piccolo player Mike Scanlon loses his girl due to his unexciting lifestyle, so he decides to commit a robbery to gain notoriety. But the robbery goes awry and Mike finds himself on the run from the police, pretending to be a famou...",1,1,0,0,1,0,0,0,0,piccolo player mike scanlon lose girl due unexciting lifestyle decide commit robbery gain notoriety robbery go awry mike find run police pretend famou b movie mask singer piccolo player song low budget film
It Happened One Night,"In 2022 after Roe v. Wade is overturned, a woman struggles to find the care that she needs after being sexually assaulted.",0,0,1,0,0,0,0,0,0,roe v wade overturn woman struggle find care need sexually assault independent film
Chicago,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer&apos;s attention.",1,1,0,0,0,0,0,0,0,death row murder develop fierce rivalry compete publicity celebrity sleazy lawyer attention prison newspaper bad girl base stage musical
All About Eve,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,0,0,1,0,0,0,0,0,0,seemingly timid secretly ruthless ingenue insinuate live age broadway star circle theater friends theater meta film base short story famous line title speak character
The Amazing Transparent Man,A crazed scientist invents an invisibility formula. He plans to use the formula to create an army of invisible zombies.,0,0,0,0,0,0,0,1,1,craze scientist invent invisibility formula plan use formula create army invisible zombies psychotronic film mushroom cloud radio broadcast low budget sci fi movie american film direct czech director
Lover Come Back,"Tempress Vivian Marsh (Betty Bronseon) lures Tom Evans (Jack Mulhall) away from stenographer Connie Lee (Constance Cummings), the girl he really loves. Connie, on the rebound, has an affair with her married boss Yates (Jameson Tho...",1,0,1,0,1,0,0,0,0,tempress vivian marsh betty bronseon lure tom evans jack mulhall away stenographer connie lee constance cummings girl really love connie rebound affair marry boss yates jameson tho hotel swim pool
One Hundred and One Dalmatians,"When a litter of Dalmatian puppies are abducted by the minions of Cruella De Vil, the owners must find them before she uses them for a diabolical fashion statement.",1,0,0,0,1,0,1,0,0,litter dalmatian puppies abduct minions cruella de vil owners must find use diabolical fashion statement dalmatian dog puppy rescue dognapping
For Whom the Bell Tolls,"When an Atheist and a Common walk into a church, existentialism ensues.",0,0,1,0,0,0,0,0,0,atheist common walk church existentialism ensue religion
Diamonds are Forever,"James Bond is sent undercover by MI6 to New York to follow the illegal diamond pipeline. Masquerading as a courier he meets enticing, ice-cold, Tiffany Case.",0,0,1,0,1,0,0,0,0,jam bond send undercover mi new york follow illegal diamond pipeline masquerade courier meet entice ice cold tiffany case spy year gang
His and Hers,"Returned from North Africa, a British novelist is at odds with his wife when she insists on dividing the house and the domestic chores, and he goes mad when she starts writing his biography and flirting with his publisher.",1,0,0,0,0,0,0,0,0,return north africa british novelist odds wife insist divide house domestic chores go mad start write biography flirt publisher britain british novelist unappreciated housewife small child
La signora della notte,Angelina is tired of long serious relationships. One day she is brutally raped and she changes dramatically. Suddenly she is getting involved in more and more dangerous relations with unknown men until her behavior leads to a fata...,0,0,1,0,0,0,0,0,0,angelina tire long serious relationships day brutally rap change dramatically suddenly get involve dangerous relations unknown men behavior lead fata neglect wife rape turn consensual sex adulterous wife rough sex sexual arousal
The Mark,Chad Turner (Craig Sheffer) has been implanted with the only working biometric computer chip (aka The Mark of the Beast) in the world. The chip has the power to change the world with whoever controls it and Joseph Pike (Gary Danie...,0,0,0,0,1,0,0,1,0,chad turner craig sheffer implant work biometric computer chip aka mark beast world chip power change world whoever control joseph pike gary danie low budget hostage rapture vanish christian film
Jhumroo,"Anjana lives a wealthy lifestyle with her dad, Dwarka Nath, in a hilly region in India. When she returns home after several years, she finds that her dad has become more strict and a disciplinarian, and even has his erring employe...",1,0,1,0,0,0,0,0,0,anjana live wealthy lifestyle dad dwarka nath hilly region india return home several years find dad become strict disciplinarian even err employe bare chested male love class differences disguise secret
The Human Condition,"Davis is experiencing an illness the likes of which no one has ever seen. It&apos;s quite unfortunate, really. And no one else seems to be too concerned about it.",1,0,0,0,0,0,0,0,0,davis experience illness like ever see quite unfortunate really else seem concern nan
Cry Funny Happy,Six characters at a crossroads in their lives come together for a thirtieth birthday party that will change them forever.,0,0,1,0,0,0,0,0,0,character crossroads live come together thirtieth birthday party change forever party
Rebel Moon,A young woman seeks out warriors from other planets to fight the tyrannical armies terrorizing her peaceful colony.,0,0,1,0,1,0,0,0,0,young woman seek warriors planets fight tyrannical armies terrorize peaceful colony planet moon space galaxy young
Lola,"A seductive cabaret singer-prostitute pits a corrupt building contractor against the new straight-arrow building commissioner, launching an outrageous plan to elevate herself in a world where everything-and everyone-is for sale.",0,0,1,1,0,0,0,0,0,seductive cabaret singer prostitute pit corrupt build contractor new straight arrow build commissioner launch outrageous plan elevate world everything everyone sale nipple slip force strip third part part trilogy f rat
Five Golden Hours,"A petty crook gallantly consoles wealthy widows and is doing all right in his chosen profession until he meets and falls in love with a lovely baroness, who knows all about get-rich-quick schemes. The crook evolves an ingenious sw...",1,0,0,0,0,0,0,0,0,petty crook gallantly console wealthy widow right choose profession meet fall love lovely baroness know get rich quick scheme crook evolve ingenious sw royal hearse girl talk horse draw hearse grave side ceremony rain string quartet
The Terror of the Tongs,"In 1910, Hong Kong members of a secret Tong crime syndicate protect their identities by murdering the daughter of a British sea captain who vows revenge.",0,0,0,0,1,0,0,0,0,hong kong members secret tong crime syndicate protect identities murder daughter british sea captain vow revenge organize crime murder girl psychotronic film vow revenge sea captain
All in a Night&apos;s Work,"A dramedy, which explores female sexuality through our sexually adventurous lead character Dreeva. In a perverse set of circumstances, her boyfriend Carl is a victim of infidelity.Dark humor ensues in this wickedly sexy film as it...",1,0,1,0,0,0,0,0,0,dramedy explore female sexuality sexually adventurous lead character dreeva perverse set circumstances boyfriend carl victim infidelity dark humor ensue wickedly sexy film nan
Konga,"Dr.Decker comes back from Africa after a year, presumed dead. During that year, he came across a way of growing plants and animals to an enormous size. He brings back a baby chimpanzee to test out his theory. As he has many enemie...",0,0,0,0,0,0,0,1,1,dr decker come back africa year presume dead year come way grow plant animals enormous size bring back baby chimpanzee test theory many enemie simian fiction kaiju man eat plant psychotronic film chimpanzee
Point of No Return,A government fakes the death of a criminal to turn this young woman into a killer on its service.,0,1,1,0,1,0,0,0,0,government fake death criminal turn young woman killer service remake french film female assassin hitwoman pantyhose woman murder man
Una vita violenta,"Tommaso Puzzilli is a boy who grew up in the suburb of Pietralata outside Rome. Not having a job, Tommaso and his friends are committing crimes to make money.",0,0,1,0,0,0,0,0,0,tommaso puzzilli boy grow suburb pietralata outside rome job tommaso friends commit crimes make money base novel boy italy fight poverty
Nazrana,"Rajat and Mukta meet each other and fall in love. They get married and live in harmony for a few years. Then Mukta starts suspecting that Rajat is having an affair with Sheetal Puri, and then misunderstandings and distrust start, ...",0,0,0,1,0,0,0,0,0,rajat mukta meet fall love get marry live harmony years mukta start suspect rajat affair sheetal puri misunderstand distrust start jealousy husband wife reunion court
