Name,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Description Tokenized
Life or Something Like It,1,0,0,1,0,0,0,0,0,"['reporter', 'interview', 'psychic', 'tell', 'shes', 'go', 'die', 'life', 'meaningless']"
Scrooged,1,0,1,0,0,0,0,1,0,"['selfish', 'cynical', 'television', 'executive', 'haunt', 'spirit', 'bear', 'lessons', 'christmas', 'eve']"
The End of Sex,1,0,0,1,0,0,0,0,0,"['couple', 'feel', 'pressure', 'parent', 'adulthood', 'send', 'kid', 'winter', 'camp', 'first', 'time', 'embark', 'series', 'sexual', 'adventure', 'reinvigorate', 'relationship']"
Toy Story 2,1,0,0,0,1,0,1,0,0,"['woody', 'steal', 'toy', 'collector', 'buzz', 'friends', 'set', 'rescue', 'mission', 'save', 'woody', 'become', 'museum', 'toy', 'property', 'roundup', 'gang', 'jessie', 'prospector', 'bullseye']"
Sideways,1,0,1,1,0,0,0,0,0,"['men', 'reach', 'middle', 'age', 'much', 'show', 'disappointment', 'embark', 'week', 'long', 'road', 'trip', 'californias', 'wine', 'country', 'take', 'trip', 'aisle']"
Nukie,0,0,0,0,0,0,1,1,0,"['alien', 'call', 'nukie', 'search', 'brother', 'miko', 'capture', 'u', 'government']"
Lifeboat,0,0,1,0,0,0,0,0,1,"['woman', 'romantic', 'sail', 'holiday', 'boyfriend', 'rescue', 'refugee', 'woman', 'make', 'confront', 'past']"
Reality Bites,1,0,1,1,0,0,0,0,0,"['documentary', 'filmmaker', 'fellow', 'generation', 'x', 'graduate', 'face', 'life', 'college', 'look', 'work', 'love', 'houston']"
Girl with a Pearl Earring,0,0,1,1,0,1,0,0,0,"['young', 'peasant', 'maid', 'work', 'house', 'painter', 'johannes', 'vermeer', 'become', 'talented', 'assistant', 'model', 'famous', 'work']"
The Hunger Games: Catching Fire,0,0,0,0,1,0,0,1,0,"['katniss', 'everdeen', 'peeta', 'mellark', 'become', 'target', 'capitol', 'victory', 'th', 'hunger', 'game', 'spark', 'rebellion', 'district', 'panem']"
Hoffa,0,1,1,0,0,1,0,0,0,"['story', 'notorious', 'american', 'labor', 'union', 'figure', 'jimmy', 'hoffa', 'organize', 'bitter', 'strike', 'make', 'deal', 'members', 'organize', 'crime', 'syndicate', 'mysteriously', 'disappear']"
Inspector Clouseau,1,1,0,0,0,0,0,0,1,"['string', 'robberies', 'occur', 'britain', 'inspector', 'clouseau', 'catch', 'criminal']"
About Fate,1,0,0,1,0,0,0,0,0,"['romantic', 'comedy', 'tale', 'people', 'believe', 'love', 'seem', 'never', 'able', 'true', 'mean', 'wild', 'twist', 'events', 'fate', 'put', 'others', 'path', 'stormy', 'new', 'years', 'eve', 'comedy', 'chaos', 'ensue']"
Masterson of Kansas,0,0,0,0,1,0,0,0,0,"['kansas', 'fear', 'another', 'indian', 'war', 'sheriff', 'bat', 'masterson', 'marshal', 'wyatt', 'earp', 'doc', 'holliday', 'join', 'force', 'defuse', 'tensions', 'graze', 'land', 'indians', 'greedy', 'cattlemen']"
3 from Hell,0,0,0,0,1,0,0,0,1,"['barely', 'survive', 'prison', 'demented', 'firefly', 'clan', 'go', 'run', 'unleash', 'whole', 'new', 'wave', 'murder', 'madness', 'mayhem']"
Carry on Cabby,1,0,0,1,1,0,0,0,0,"['taxi', 'company', 'threaten', 'female', 'firm', 'set', 'business', 'start', 'steal', 'customers']"
Donovan's Reef,1,0,0,1,1,0,0,0,0,"['ideal', 'society', 'picturesque', 'south', 'sea', 'island', 'people', 'several', 'race', 'background', 'live', 'together', 'harmony', 'john', 'wayne', 'wwii', 'hero', 'work', 'hard', 'ship', 'company', 'true', 'love', 'stron']"
Rekopis znaleziony w Saragossie,1,0,1,0,0,0,0,1,0,"['upon', 'book', 'relate', 'grandfathers', 'story', 'officer', 'venture', 'spain', 'meet', 'wide', 'array', 'character', 'story', 'tell']"
Rookie of the Year,1,0,0,0,0,0,1,1,0,"['accident', 'miraculously', 'give', 'boy', 'incredibly', 'powerful', 'pitch', 'arm', 'become', 'major', 'league', 'pitcher', 'chicago', 'cub']"
Akilla's Escape,0,1,1,0,0,0,0,0,0,"['crime', 'noir', 'urban', 'child', 'soldier', 'akilla', 'brown', 'capture', 'fifteen', 'year', 'old', 'jamaican', 'boy', 'aftermath', 'arm', 'robbery', 'gruelling', 'night', 'akilla', 'confront', 'cycle', 'generational', 'violence', 'think', 'e']"
Flipped,1,0,1,1,0,0,0,0,0,"['eighth', 'graders', 'start', 'feel', 'despite', 'total', 'opposites']"
Weekend Warriors,0,0,0,0,1,0,0,0,1,"['fun', 'camp', 'trip', 'turn', 'desperate', 'fight', 'survival', 'kid', 'witness', 'horrific', 'event', 'wild', 'endure', 'elements', 'wildlife', 'must', 'way', 'reach', 'civilization', 'late']"
North to Alaska,1,0,0,1,1,0,0,0,0,"['alaska', 'gold', 'rush', 'prospector', 'george', 'send', 'partner', 'sam', 'seattle', 'bring', 'fiancee', 'turn', 'marry', 'another', 'man', 'sam', 'return', 'pretty', 'substitute', 'host', 'henhouse', 'dance', 'hall']"
Jan Dara,0,0,1,1,0,0,0,0,0,"['jan', 'dara', 'grow', 'house', 'lack', 'love', 'abundant', 'lust', 'quickly', 'pick', 'sinful', 'way', 'life', 'stepfather', 'khun', 'luang', 'marry', 'mother', 'become', 'pregnant', 'rap', 'father', 'mistress']"
The Ghost and Mr. Chicken,1,0,0,0,0,0,1,0,1,"['timid', 'typesetter', 'hasnt', 'ghost', 'chance', 'become', 'reporter', 'decide', 'solve', 'murder', 'mystery', 'end', 'spend', 'fright', 'fill', 'night', 'haunt', 'house']"
Her,0,0,1,1,0,0,0,1,0,"['near', 'future', 'lonely', 'writer', 'develop', 'unlikely', 'relationship', 'operate', 'system', 'design', 'meet', 'every', 'need']"
Justice Society: World War II,0,0,0,0,1,0,1,0,0,"['justice', 'society', 'america', 'group', 'heroes', 'aid', 'ally', 'world', 'war', 'acquire', 'ally', 'future', 'send', 'adventure', 'change', 'history']"
Mansfield Park,1,0,1,1,0,0,0,0,0,"['fanny', 'bear', 'poor', 'family', 'send', 'away', 'live', 'wealthy', 'uncle', 'sir', 'thomas', 'wife', 'children', 'shell', 'bring', 'proper', 'introduction', 'society']"
Mom and Dad Save the World,1,0,0,0,1,0,1,0,0,"['alien', 'overlord', 'plan', 'blow', 'earth', 'first', 'snatch', 'propose', 'marry', 'earthmans', 'wife']"
The Thomas Crown Affair,0,1,0,1,0,0,0,0,1,"['rich', 'successful', 'playboy', 'amuse', 'steal', 'artwork', 'meet', 'match', 'seductive', 'detective']"
The Trygon Factor,1,1,1,0,0,0,0,0,0,"['scotland', 'yard', 'superintendent', 'cooper', 'smith', 'investigate', 'suspicious', 'look', 'emberday', 'estate', 'emberday', 'family', 'order', 'nuns', 'reside']"
City Heat,1,1,0,0,1,0,0,0,0,"['slick', 'private', 'investigator', 'mike', 'murphy', 'burt', 'reynolds', 'tough', 'police', 'lieutenant', 'speer', 'clint', 'eastwood', 'partner', 'bitter', 'enemies', 'reluctantly', 'team', 'investigate', 'murder']"
Willard,0,0,1,0,0,0,0,0,1,"['young', 'man', 'unusual', 'connection', 'rat', 'use', 'sociopathic']"
Year of the Gun,0,0,0,1,1,0,0,0,1,"['young', 'americans', 'journalist', 'photojournalist', 'experience', 'red', 'brigade', 'terrorists', 'close', 'rome']"
Gallavants,0,0,0,0,0,0,1,1,0,"['gallavants', 'ants', 'live', 'fairy', 'tale', 'land', 'ganteville', 'little', 'ones', 'go', 'school', 'preparation', 'adult', 'life', 'work', 'ants', 'pupil', 'think', 'doesnt', 'need', 'take', 'lessons', 'order']"
Loose Cannons: The Movie,1,1,0,0,1,0,0,0,0,"['story', 'fictional', 'student', 'run', 'campus', 'security', 'team', 'former', 'glory', 'taint', 'struggle', 'prove', 'worth', 'remain', 'members', 'balance', 'fight', 'bad', 'guy', 'get', 'flunk', 'hav']"
Chachi 420,1,0,1,0,0,0,1,0,0,"['desperation', 'child', 'force', 'divorce', 'man', 'take', 'guise', 'childs', 'nanny', 'situations', 'get', 'really', 'messy', 'childs', 'grandfather', 'man', 'ex', 'father', 'law', 'fall', 'love', 'disguise', 'ex', 'son', 'law']"
Rio 2,1,0,0,0,1,0,1,0,0,"['jungle', 'blu', 'jewel', 'kid', 'theyre', 'hurtle', 'rio', 'de', 'janeiro', 'wilds', 'amazon', 'blu', 'try', 'fit', 'go', 'beak', 'beak', 'vengeful', 'nigel', 'meet', 'father', 'law']"
To the Wonder,0,0,1,1,0,0,0,0,0,"['fall', 'love', 'paris', 'marina', 'neil', 'come', 'oklahoma', 'problems', 'arise', 'church', 'spanish', 'bear', 'pastor', 'struggle', 'faith', 'neil', 'encounter', 'woman', 'childhood']"
Fascinating Youth,1,0,0,1,0,0,0,0,0,"['playboy', 'teddy', 'ward', 'want', 'marry', 'artist', 'jeannie', 'king', 'father', 'want', 'marry', 'loris', 'lane', 'tell', 'marry', 'choice', 'make', 'mountain', 'inn', 'profitable', 'operation', 'teddy', 'agree', 'friends', 'sup']"
The Enemy Below,0,0,1,0,1,0,0,0,0,"['wwii', 'american', 'destroyer', 'discover', 'german', 'u', 'boat', 'ensue', 'duel', 'american', 'captain', 'must', 'draw', 'upon', 'experience', 'defeat', 'equally', 'experience', 'german', 'commander']"
Memories,0,0,0,0,0,0,1,1,1,"['animate', 'science', 'fiction', 'anthology', 'visionary', 'anime', 'director', 'katsuhiro', 'otomo']"
The Constant Gardener,0,0,1,1,0,0,0,0,1,"['widower', 'determine', 'get', 'bottom', 'potentially', 'explosive', 'secret', 'involve', 'wifes', 'murder', 'big', 'business', 'corporate', 'corruption']"
Sita Ramam,0,0,1,0,1,0,0,0,1,"['orphan', 'soldier', 'lieutenant', 'ram', 'life', 'change', 'get', 'letter', 'girl', 'name', 'sita', 'meet', 'love', 'blossom', 'come', 'back', 'camp', 'kashmir', 'get', 'catch', 'jail', 'send', 'letter', 'sita', 'wont', 'reach']"
Tom Thumb,0,0,0,0,0,0,1,1,0,"['boy', 'russ', 'tamblyn', 'bigger', 'thumb', 'manage', 'outwit', 'thieve', 'terry', 'thomas', 'peter', 'sellers', 'determine', 'make', 'fortune']"
The Detective,0,1,1,0,0,0,0,0,1,"['police', 'detective', 'joe', 'leland', 'investigate', 'murder', 'gay', 'man', 'investigate', 'discover', 'link', 'official', 'corruption', 'new', 'york', 'city', 'drama', 'delve', 'world', 'sex', 'drug']"
Malcolm & Marie,0,0,1,1,0,0,0,0,0,"['director', 'girlfriends', 'relationship', 'test', 'return', 'home', 'movie', 'premiere', 'face', 'others', 'turmoil', 'long', 'night']"
Bury Me Dead,0,1,1,0,0,0,0,0,0,"['barbara', 'carlin', 'attend', 'funeral', 'return', 'home', 'suspect', 'husband', 'rod', 'carlin', 'try', 'away', 'rightfully', 'curious', 'woman', 'bury', 'name', 'learn']"
Walker,0,0,1,0,0,1,0,0,0,"['unconventional', 'retell', 'life', 'william', 'walker', 'th', 'century', 'american', 'mercenary', 'leader', 'become', 'president', 'nicaragua']"
1860,0,0,1,0,0,1,0,0,0,"['story', 'harry', 'attempt', 'sicilian', 'partisan', 'part', 'risorgimento', 'reach', 'garibaldis', 'headquarter', 'northern', 'italy', 'petition', 'revere', 'revolutionary', 'rescue', 'part', 'besiege', 'land', 'along', 'wa']"
Highlander II: The Quickening,0,0,0,0,1,0,0,1,0,"['future', 'highlander', 'connor', 'macleod', 'must', 'prevent', 'destruction', 'earth', 'anti', 'ozone', 'shield']"
The Last of the Mohicans,0,0,1,0,1,0,0,0,0,"['trappers', 'protect', 'daughters', 'british', 'colonel', 'midst', 'french', 'indian', 'war']"
The Mighty Kong,0,0,0,0,1,0,1,0,0,"['boost', 'family', 'friendly', 'take', 'film', 'act', 'talents', 'jodi', 'benson', 'dudley', 'moore']"
Super Fly,0,1,1,0,1,0,0,0,0,"['daily', 'routine', 'cocaine', 'dealer', 'priest', 'want', 'score', 'super', 'deal', 'retire']"
Epic,0,0,0,0,1,0,1,0,0,"['teenager', 'transport', 'deep', 'forest', 'set', 'battle', 'force', 'good', 'evil', 'take', 'place', 'band', 'together', 'ragtag', 'group', 'character', 'save', 'world']"
If I Stay,0,0,1,0,0,0,0,1,0,"['life', 'change', 'instant', 'young', 'mia', 'hall', 'car', 'accident', 'put', 'coma', 'body', 'experience', 'must', 'decide', 'whether', 'wake', 'live', 'life', 'far', 'different', 'imagine', 'choice', 'go']"
Before the Rains,0,0,1,1,0,1,0,0,0,"['english', 'spice', 'baron', 'settle', 'south', 'india', 'wan', 'years', 'raj']"
Harry and the Hendersons,1,0,0,0,0,0,1,1,0,"['henderson', 'family', 'adopt', 'friendly', 'sasquatch', 'hard', 'time', 'try', 'keep', 'legend', 'bigfoot', 'secret']"
Unzipped,0,0,0,0,0,1,0,0,0,"['successful', 'designers', 'high', 'fashion', 'plan', 'fall', 'collection', 'follow', 'behind', 'scenes', 'look', 'creative', 'side', 'fashion']"
"Vizi privati, pubbliche virtù",0,0,1,0,0,1,0,0,0,"['set', 'central', 'european', 'kingdom', 'near', 'turn', 'century', 'bore', 'proper', 'wife', 'youthful', 'heir', 'throne', 'spend', 'time', 'amorous', 'dalliances', 'sprawl', 'country', 'estate', 'wife', 'depart']"
LOLA,0,0,0,0,1,0,0,1,0,"['thom', 'mar', 'build', 'machine', 'lola', 'intercept', 'radio', 'tv', 'broadcast', 'future']"
Quante volte... quella notte,1,0,0,1,0,0,0,0,0,"['night', 'attempt', 'seduction', 'recall', 'perspectives', 'woman', 'man', 'lecherous', 'doorman', 'psychoanalyst']"
Ghost in the Shell,0,1,0,0,1,0,1,0,0,"['cyborg', 'policewoman', 'partner', 'hunt', 'mysterious', 'powerful', 'hacker', 'call', 'puppet', 'master']"
The Evil That Men Do,0,0,0,0,0,0,0,0,1,"['nobody', 'come', 'narco', 'world', 'alive', 'little', 'girl', 'walk']"
Just Cause,0,1,1,0,1,0,0,0,0,"['harvard', 'professor', 'lure', 'back', 'courtroom', 'twenty', 'years', 'take', 'case', 'young', 'black', 'man', 'condemn', 'death', 'horrific', 'murder', 'child']"
Knight Moves,0,1,1,0,0,0,0,0,1,"['chess', 'tournament', 'grand', 'master', 'peter', 'suspect', 'murder', 'debi', 'sex', 'help', 'police', 'murder', 'continue']"
Wasabi,1,0,1,0,1,0,0,0,0,"['japan', 'funeral', 'long', 'lose', 'love', 'tough', 'french', 'detective', 'learn', 'teenage', 'daughter', 'life', 'danger', 'yakuza']"
Intersection,0,0,0,0,0,0,0,0,1,"['conman', 'discover', 'son', 'abduct', 'force', 'drive', 'streets', 'sydney', 'complete', 'escalate', 'series', 'trials', 'appease', 'kidnapper', 'atone', 'career', 'deception']"
The Dark Past,0,1,0,0,0,0,0,0,1,"['escape', 'psychopathic', 'killer', 'take', 'family', 'neighbor', 'police', 'psychologist', 'hostage', 'reveal', 'recur', 'nightmare', 'doctor']"
Quicksilver,0,1,1,0,0,0,0,0,1,"['jack', 'great', 'trade', 'share', 'wasnt', 'get', 'job', 'bike', 'quicksilver', 'speed', 'delivery', 'befriend', 'hector', 'cute', 'terri', 'jack', 'get', 'enemy', 'criminal', 'gypsy']"
Sky Bandits,1,0,1,0,1,0,0,0,0,"['sgt', 'renfrew', 'constable', 'kelly', 'go', 'aloft', 'search', 'plane', 'miss', 'shipment', 'gold', 'yukon', 'mine', 'company', 'inventor', 'speavy', 'devise', 'power', 'ray', 'disrupt', 'electrical', 'impulses', 'morgan', 'gang', 'cr']"
Sharasôju,0,0,1,0,0,0,0,0,0,"['aso', 'family', 'live', 'old', 'town', 'nara', 'day', 'kei', 'asos', 'twin', 'boys', 'suddenly', 'disappear', 'years', 'later', 'seventeen', 'year', 'old', 'shun', 'remain', 'twin', 'art', 'student', 'move', 'forward', 'life']"
Holy Matrimony,1,1,0,0,0,0,0,0,0,"['young', 'hutterite', 'boy', 'must', 'marry', 'late', 'brothers', 'wife', 'come', 'outside', 'community']"
He Got Game,0,0,1,0,0,0,0,0,0,"['basketball', 'players', 'father', 'must', 'try', 'convince', 'go', 'college', 'get', 'shorter', 'sentence']"
Cyrano de Bergerac,1,0,1,0,0,1,0,0,0,"['famed', 'swordsman', 'poet', 'cyrano', 'de', 'bergerac', 'love', 'cousin', 'roxane', 'never', 'express', 'love', 'large', 'nose', 'undermine', 'self', 'confidence', 'way', 'express', 'love', 'indirectly']"
The AristoCats,1,0,0,0,1,0,1,0,0,"['help', 'smooth', 'talk', 'tomcat', 'family', 'parisian', 'felines', 'set', 'inherit', 'fortune', 'owner', 'try', 'make', 'back', 'home', 'jealous', 'butler', 'kidnap', 'leave', 'country']"
The Three Musketeers,0,0,0,0,1,0,0,0,0,"['join', 'eager', 'recruit', 'protect', 'king', 'france', 'loyal', 'swordsmen', 'attempt', 'defeat', 'evil', 'royal', 'advisor', 'seductive', 'envoy', 'plot', 'overthrow', 'crown']"
Bones and All,0,0,1,1,0,0,0,0,1,"['maren', 'young', 'woman', 'learn', 'survive', 'margins', 'society']"
This Means War,1,0,0,1,1,0,0,0,0,"['c', 'operatives', 'wage', 'epic', 'battle', 'discover', 'date', 'woman']"
Jud Süss - Film ohne Gewissen,0,0,1,0,1,1,0,0,0,"['rise', 'fall', 'actor', 'ferdinand', 'marian', 'take', 'chance', 'star', 'anti', 'semitic', 'movie', 'jud', 'su']"
Pumpkin,1,0,1,1,0,0,0,0,0,"['sorority', 'girl', 'life', 'fall', 'apart', 'develop', 'romantic', 'feel', 'mentally', 'challenge', 'man']"
Dancing in the Rain,0,0,0,0,1,0,1,1,0,"['autism', 'spectrum', 'boy', 'start', 'beautiful', 'friendship', 'grow', 'tragic', 'event', 'occur', 'put', 'friendship', 'edge', 'destruction']"
Star Wars: Episode IX - The Rise of Skywalker,0,0,0,0,1,0,0,1,0,"['rivet', 'conclusion', 'landmark', 'skywalker', 'saga', 'new', 'legends', 'bear', 'final', 'battle', 'freedom', 'come']"
Clear and Present Danger,0,1,1,0,1,0,0,0,0,"['cia', 'analyst', 'jack', 'ryan', 'draw', 'illegal', 'war', 'fight', 'us', 'government', 'colombian', 'drug', 'cartel']"
Let's Go to Prison,1,1,0,0,0,0,0,0,0,"['career', 'criminals', 'plan', 'revenge', 'thwart', 'unlikely', 'circumstances', 'put', 'intend', 'victims', 'son', 'place', 'put', 'prison', 'join']"
Murder Mystery 2,1,1,0,0,1,0,0,0,0,"['full', 'time', 'detectives', 'nick', 'audrey', 'struggle', 'get', 'private', 'eye', 'agency', 'grind', 'center', 'international', 'abduction', 'friend', 'maharaja', 'kidnap', 'lavish', 'wed']"
Iris,0,0,1,1,0,1,0,0,0,"['true', 'story', 'lifelong', 'romance', 'novelist', 'iris', 'murdoch', 'husband', 'john', 'bayley', 'student', 'days', 'battle', 'alzheimers', 'disease']"
The Lady from Nowhere,0,1,1,0,0,0,0,0,0,"['young', 'couple', 'pose', 'criminals', 'order', 'get', 'goods', 'crook', 'boss']"
Beautiful Thing,0,0,1,0,0,0,0,0,0,"['th', 'anniversary', 'production', 'jonathan', 'harveys', 'play', 'work', 'class', 'teenage', 'boys', 'fall', 'love', 'south', 'east', 'london', 'council', 'estate', 'capture', 'digital', 'theatre', 'live', 'arts', 'theatre', 'londons', 'leicester']"
500 Days of Summer,1,0,1,1,0,0,0,0,0,"['dump', 'girl', 'believe', 'soulmate', 'hopeless', 'romantic', 'tom', 'hansen', 'reflect', 'relationship', 'try', 'figure', 'things', 'go', 'wrong', 'win', 'back']"
Madeline,1,0,0,0,0,0,1,0,0,"['horrify', 'prospect', 'beloved', 'school', 'sell', 'young', 'french', 'girl', 'use', 'wit', 'craftiness', 'attempt', 'save', 'make', 'unlikely', 'new', 'friend', 'process']"
The Day of the Triffids,0,0,0,0,0,0,0,1,1,"['unusual', 'meteor', 'shower', 'leave', 'human', 'population', 'blind', 'merchant', 'navy', 'officer', 'must', 'way', 'conquer', 'tall', 'aggressive', 'plant', 'feed', 'people', 'animals']"
Confessions of a Teenage Drama Queen,1,0,0,0,0,0,1,0,0,"['teenage', 'girl', 'convince', 'home', 'city', 'revolve', 'around', 'family', 'pack', 'move', 'suburbs', 'compete', 'attention']"
"Now You See Him, Now You Don't",1,0,0,0,0,0,1,1,0,"['chemistry', 'student', 'invent', 'spray', 'make', 'wearer', 'invisible', 'crook', 'plan', 'steal']"
Together,1,0,1,1,0,0,0,0,0,"['husband', 'wife', 'force', 'evaluate', 'relationship', 'reality', 'covid', 'lockdown']"
Croupier,0,1,1,0,0,0,0,0,0,"['aspire', 'writer', 'hire', 'croupier', 'casino', 'realize', 'life', 'croupier', 'would', 'make', 'great', 'novel']"
Explorers,1,0,0,0,1,0,1,0,0,"['boy', 'obsess', 'sci', 'fi', 'movies', 'alien', 'recur', 'dream', 'blueprint', 'kind', 'draw', 'inventor', 'friend', 'help', 'third', 'kid', 'follow', 'build', 'spaceship']"
Pusher,0,1,0,0,0,0,0,0,1,"['drug', 'pusher', 'grow', 'increasingly', 'desperate', 'botch', 'deal', 'leave', 'large', 'debt', 'ruthless', 'drug', 'lord']"
Terror on the Prairie,0,0,1,0,1,0,0,0,1,"['montana', 'plain', 'frontier', 'woman', 'must', 'protect', 'ruthless', 'gang', 'outlaw', 'hell', 'bend', 'revenge']"
Weekend at Bernie's,1,1,0,0,1,0,0,0,0,"['idiots', 'try', 'pretend', 'murder', 'employer', 'really', 'alive', 'lead', 'hitman', 'attempt', 'track', 'finish']"
Berserk: The Golden Age Arc I - The Egg of the King,0,0,0,0,1,0,1,0,0,"['lone', 'sellsword', 'name', 'gut', 'get', 'recruit', 'mercenary', 'band', 'attempt', 'help', 'band', 'leader', 'griffith', 'rise', 'power']"
D.A.R.Y.L.,0,0,0,0,0,0,1,1,0,"['seemingly', 'normal', 'young', 'boy', 'abandon', 'mountain', 'road', 'adopt', 'family', 'increasingly', 'amaze', 'abilities', 'discover', 'secret', 'behind', 'real', 'identity']"
Tangled,1,0,0,0,1,0,1,0,0,"['magically', 'long', 'haired', 'rapunzel', 'spend', 'entire', 'life', 'tower', 'runaway', 'thief', 'stumble', 'upon', 'discover', 'world', 'first', 'time', 'really']"
The Powerpuff Girls Movie,0,0,0,0,1,0,1,0,0,"['destroy', 'city', 'townsville', 'game', 'tag', 'trio', 'super', 'power', 'little', 'girls', 'must', 'redeem', 'stop', 'vengeful', 'monkey', 'plot', 'world', 'domination']"
Forever Lulu,0,0,1,1,0,0,0,0,0,"['schizophrenic', 'romantic', 'track', 'college', 'sweetheart', 'help', 'son', 'give', 'adoption', 'sixteen', 'years', 'ago', 'dismay', 'new', 'wife']"
Shine,0,0,1,0,0,1,0,0,0,"['pianist', 'david', 'helfgott', 'drive', 'father', 'teachers', 'breakdown', 'years', 'later', 'return', 'piano', 'popular', 'critical', 'acclaim']"
Love Happy,1,1,0,0,0,0,0,0,0,"['marx', 'brothers', 'help', 'young', 'broadway', 'hopefuls', 'thwart', 'diamond', 'thieve']"
Promise Her Anything,1,0,0,1,0,0,0,0,0,"['young', 'lady', 'widow', 'leave', 'baby', 'son', 'bring', 'alone', 'decide', 'baby', 'need', 'father', 'figure', 'decide', 'marry', 'psychologist', 'hide', 'son', 'upstairs', 'neighbour', 'get', 'man']"
The Illusionist,0,0,1,0,0,0,0,1,1,"['turn', 'century', 'vienna', 'magician', 'use', 'abilities', 'secure', 'love', 'woman', 'far', 'social', 'stand']"
