Name,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Description Tokenized
Shogun Assassin,0,0,0,0,1,0,0,0,0,"['wife', 'shogun', 'decapitator', 'murdered', 'ordered', 'commit', 'suicide', 'paranoid', 'shogun', 'four', 'year', 'old', 'son', 'escape', 'become', 'assassin', 'hire', 'embarking', 'journey', 'blood', 'violent', 'death', 'based on manga', 'psychotronic film', 'samurai', 'ninja', 'revenge']"
The Visitor,0,0,1,0,0,0,0,0,1,"['series', 'tragedy', 'robert', 'move', 'wife', 'back', 'childhood', 'home', 'discovers', 'old', 'portrait', 'man', 'look', 'like', 'go', 'rabbit', 'hole', 'discover', 'identity', 'mysterious', 'doppelganger', 'discovers', 'portrait', 'small town', 'demonic cult', 'evil cult']"
The AristoCats,1,0,0,0,1,0,1,0,0,"['help', 'smooth', 'talking', 'tomcat', 'family', 'parisian', 'feline', 'set', 'inherit', 'fortune', 'owner', 'try', 'make', 'back', 'home', 'jealous', 'butler', 'kidnaps', 'leaf', 'country', '1910s', 'butler', 'cat', 'animal protagonist', 'talking animal']"
The Three Musketeers,0,0,0,0,1,0,0,0,0,"['joined', 'eager', 'recruit', 'protect', 'king', 'france', 'three', 'loyal', 'swordsman', 'attempt', 'defeat', 'evil', 'royal', 'advisor', 'seductive', 'envoy', 'plotting', 'overthrow', 'crown', ' ']"
Khartoum Offside,0,0,0,0,0,1,0,0,0,"['group', 'exceptional', 'young', 'lady', 'khartoum', 'determined', 'play', 'football', 'professionally', 'prepared', 'defy', 'ban', 'imposed', 'sudan', 'islamic', 'military', 'government', 'take', 'answer', 'battle', ""women's soccer""]"
The Cabinet of Dr. Caligari,0,0,1,0,0,0,0,0,1,"['annual', 'fair', 'come', 'town', 'murder', 'madness', 'mayhem', 'creep', 'shadow', 'dr', 'caligari', 'mysterious', 'hypnotist', 'appears', 'control', 'every', 'move', 'bizarre', 'clairvoyant', 'sleepwalker', 'dr. caligari character', 'five word title', 'virtual set', 'remake', 'character name in title']"
The Spider's Web,0,0,0,0,0,0,0,0,1,"['intruder', 'killed', 'house', 'comfortable', 'life', 'clarissa', 'hailsham', 'browne', 'turned', 'upside', 'agatha christie', 'based on play']"
Around the World in 80 Days,1,0,0,0,1,0,0,0,0,"['win', 'bet', 'eccentric', 'british', 'inventor', 'beside', 'chinese', 'valet', 'aspiring', 'french', 'artist', 'embarks', 'trip', 'full', 'adventure', 'danger', 'around', 'world', 'exactly', 'eighty', 'day', 'queen victoria', 'one against many', 'journey', '19th century', 'inventor']"
The Big Knife,0,1,1,0,0,0,0,0,0,"['hollywood', 'actor', 'charles', 'castle', 'pressured', 'studio', 'bos', 'criminal', 'cover', 'protect', 'valuable', 'career', 'actor', 'exploitation', 'film studio', 'motion picture industry', 'casting couch']"
Bronenosets Potemkin,0,0,1,0,0,1,0,0,1,"['midst', 'russian', 'revolution', 'crew', 'battleship', 'potemkin', 'mutiny', 'brutal', 'tyrannical', 'regime', 'vessel', 'officer', 'resulting', 'street', 'demonstration', 'odessa', 'brings', 'police', 'massacre', 'imperial russian navy', '1905 russian revolution', 'year 1905', 'naval uniform', 'brutality']"
City Lights,0,0,1,0,0,0,0,0,1,"['deepak', 'singh', 'farmer', 'rajasthan', 'tragedy', 'migrates', 'mumbai', 'wife', 'child', 'lead', 'better', 'life', 'however', 'upon', 'arriving', 'soon', 'discovers', 'challenge', 'life', 'big', 'city', 'child']"
"Totò, Peppino e la... malafemmina",1,0,0,1,0,0,0,0,0,"['two', 'clumsy', 'provincial', 'uncle', 'visit', 'metropolis', 'stop', 'relationship', 'nephew', 'woman', 'ill', 'repute', 'italy', 'brother', 'nephew', 'dancer', 'train']"
It's a Mad Mad Mad Mad World,1,0,0,0,1,0,0,0,0,"['group', 'motorist', 'witness', 'car', 'crash', 'california', 'desert', 'driver', 'dying', 'word', 'indicate', 'location', 'hidden', 'stash', 'loot', 'turn', 'race', 'across', 'state', 'get', 'car', 'mountain road', 'limousine driver', 'vandalism', 'the letter w']"
"Calamity, une enfance de Martha Jane Cannary",1,0,0,0,1,0,1,0,0,"['convoy', 'american', 'west', 'martha', 'jane', 'need', 'learn', 'take', 'care', 'horse', 'drive', 'family', 'wagon', 'except', 'end', 'wearing', 'pant', 'cutting', 'hair', 'scandal', 'stark', 'character', 'provokes', 'force', 'year 1863', 'american west', 'calamity jane character', 'teenage girl', 'female protagonist']"
Il più comico spettacolo del mondo,1,0,0,0,0,0,0,0,0,"['clown', 'named', 'tottons', 'togni', 'circus', 'obliged', 'never', 'take', 'clown', 'makeup', 'reveal', 'identity', 'continually', 'persecuted', 'jealousy', 'three', 'woman', 'even', 'policeman', '3d', '3 dimensional']"
Yankee Doodle Dandy,0,0,1,0,0,1,1,0,0,"['life', 'renowned', 'musical', 'composer', 'playwright', 'actor', 'dancer', 'singer', 'george', 'cohan', 'singing', 'dancing', 'congressional gold medal', 'father son relationship', 'family act']"
In Old Missouri,1,0,1,0,1,0,0,0,0,"['weaver', 'play', 'sharecropper', 'confront', 'landlord', 'tale', 'woe', 'find', 'money', 'trouble', 'also', 'wastrel', 'son', 'socialite', 'wife', 'want', 'divorce', 'begs', 'weaver', 'trade', 'place', 'w', 'mortgage', 'bankruptcy', 'ozark mountains', 'gossip']"
State Fair,1,0,1,0,0,0,0,0,0,"['member', 'frake', 'clan', 'reason', 'attending', 'annual', 'iowa', 'state', 'fair', 'remake', 'self pity', 'punched in the face', 'reference to ronald colman', 'title co written by female']"
The Lives of a Bengal Lancer,0,0,1,0,1,0,0,0,0,"['three', 'british', 'soldier', 'northwest', 'frontier', 'india', 'struggle', 'enemy', 'bengal lancer', 'india', 'military officer', 'british empire', 'self sacrifice']"
Blow-Up,0,0,1,0,0,0,0,0,1,"['fashion', 'photographer', 'unknowingly', 'capture', 'death', 'film', 'following', 'two', 'lover', 'park', 'fashion photographer', 'swinging london', 'blow up', 'cover up', 'photo enlargement']"
The Italian Jobs,0,0,0,0,0,1,0,0,0,"['italian', 'job', 'paramount', 'picture', 'e', 'l', 'italia', 'also', 'tell', 'story', 'two', 'men', 'two', 'italian', 'american', 'executive', 'pilade', 'levi', 'luigi', 'luraschi', 'came', 'italy', 'end', 'second', 'world', 'war', 'recreate', 'italian', 'film', ' ']"
La frusta e il corpo,0,0,0,1,0,0,0,0,1,"['ghost', 'sadistic', 'nobleman', 'attempt', 'rekindle', 'romance', 'terrorized', 'masochistic', 'former', 'lover', 'unwillingly', 'betrothed', 'brother', 's&m', 'italian gothic', 'giallo', 'french giallo', 'psychotronic film']"
War of the Worlds,0,0,0,0,1,0,0,1,0,"['alien', 'invasion', 'threatens', 'future', 'humanity', 'catastrophic', 'nightmare', 'depicted', 'eye', 'one', 'american', 'family', 'fighting', 'survival', 'alien', 'mass death', 'survival', 'underground', 'brutality']"
The Exotic Time Machine,0,0,0,0,0,0,0,1,0,"['time', 'machine', 'transport', 'two', 'curious', 'pleasure', 'seeker', 'deepest', 'reach', 'erotic', 'past', 'enjoy', 'historical', 'adventure', 'beyond', 'imagination', 'time travel', 'softcore', 'male nudity', 'male frontal nudity', 'female full frontal nudity']"
Blithe Spirit,1,0,0,1,0,0,0,1,0,"['spiritualist', 'medium', 'hold', 'seance', 'writer', 'suffering', 'writer', 'block', 'accidentally', 'summons', 'spirit', 'deceased', 'first', 'wife', 'lead', 'increasingly', 'complex', 'love', 'triangle', 'current', 'wife', 'five', 'year', 'remake', 'wife comes back as a spirit', 'writer', 'revenge', 'screwball comedy']"
Northwest Territory,0,0,1,0,1,0,0,0,0,"['fort', 'mckenzie', 'prospector', 'pop', 'kellogg', 'arrival', 'newly', 'orphaned', 'grandson', 'billy', 'killed', 'mcbeau', 'dawson', 'seek', 'map', 'showing', 'pop', 'secret', 'oil', 'claim', 'billy', 'newly', 'doubled', 'orphaned', 'grandson', 'male police officer', 'undercover male police officer', 'police', 'cabin on fire', 'falling from height']"
Sherlock Holmes Faces Death,0,1,0,1,0,0,0,0,1,"['wwii', 'several', 'murder', 'occur', 'convalescent', 'home', 'dr', 'watson', 'volunteered', 'service', 'summons', 'holmes', 'help', 'master', 'detective', 'proceeds', 'solve', 'crime', 'long', 'list', 'suspect', 'including', 'ow', 'sherlock holmes character', 'dr. john watson character', 'psychotronic film', 'male police officer', 'poem']"
Dracula,0,0,1,0,0,0,0,1,1,"['century', 'old', 'vampire', 'count', 'dracula', 'come', 'england', 'seduce', 'barrister', 'jonathan', 'harker', 'fianc', 'e', 'mina', 'murray', 'inflict', 'havoc', 'foreign', 'land', 'dracula', 'vampire', 'female vampire', 'vampire human love', 'based on novel']"
The Curse of Frankenstein,0,0,0,0,0,0,0,1,1,"['awaiting', 'execution', 'murder', 'baron', 'victor', 'frankenstein', 'tell', 'story', 'creature', 'built', 'brought', 'life', 'behave', 'intended', 'told in flashback', 'mad scientist', ""frankenstein's monster"", 'reanimation', 'teacher student relationship']"
To Paris with Love,1,0,1,1,0,0,0,0,0,"['middle', 'aged', 'widower', 'take', 'son', 'trip', 'paris', 'try', 'find', 'wife', 'passion', 'parisian', 'belle', 'shop', 'scottish']"
Dad's Army,1,0,0,0,1,0,0,0,0,"['walmington', 'sea', 'home', 'guard', 'platoon', 'deal', 'visiting', 'female', 'journalist', 'german', 'spy', 'world', 'war', 'ii', 'draw', 'conclusion', 'ragtag team', 'end credits roll call', 'british humor', 'british comedy', 'female journalist']"
My Man Godfrey,1,0,1,1,0,0,0,0,0,"['scatterbrained', 'socialite', 'hire', 'vagrant', 'family', 'butler', 'godfrey', 'meet', 'eye', 'butler', 'homelessness', 'poverty', 'class differences', 'great depression']"
Sunrise at Campobello,0,0,1,0,0,1,0,0,0,"['bout', 'polio', 'future', 'president', 'franklin', 'roosevelt', 'fight', 'save', 'political', 'career', 'democratic party', 'presidential election', 'based on play', 'eleanor roosevelt character', 'franklin d. roosevelt character']"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1,0,0,0,1,0,0,0,0,"['insane', 'american', 'general', 'order', 'bombing', 'attack', 'soviet', 'union', 'triggering', 'path', 'nuclear', 'holocaust', 'war', 'room', 'full', 'politician', 'general', 'frantically', 'try', 'stop', 'war room', 'bodily fluids', 'black comedy', 'nuclear attack', 'militarism']"
Spartacus,0,0,1,0,1,1,0,0,0,"['slave', 'spartacus', 'survives', 'brutal', 'training', 'gladiator', 'lead', 'violent', 'revolt', 'decadent', 'roman', 'republic', 'ambitious', 'crassus', 'seek', 'gain', 'power', 'crushing', 'uprising', 'gladiator', 'slave rebellion', 'roman republic', 'roman empire', 'slave revolt']"
Frankenstein and the Monster from Hell,0,0,0,0,0,0,0,1,1,"['baron', 'frankenstein', 'work', 'mental', 'patient', 'reanimate', 'dead', 'mad scientist', 'mute woman', 'laboratory', 'surgeon', 'sequel']"
Behind Prison Gates,0,1,0,0,1,0,0,0,0,"['det', 'norman', 'craig', 'assumes', 'identity', 'dead', 'bank', 'robber', 'killed', 'police', 'shoot', 'red', 'murray', 'infiltrate', 'prison', 'find', 'three', 'bank', 'robber', 'police', 'looking', 'thing', 'going', 'fine', 'unti', 'solitary confinement', 'prison', 'water pipe', 'undercover agent', 'stool pigeon']"
Gone with the Wind: The Remarkable Rise and Tragic Fall of Lynyrd Skynyrd,0,0,0,0,0,1,0,0,0,"['story', 'southern', 'rock', 'band', 'lynyrd', 'skynyrd', 'early', 'beginning', 'fatal', 'plane', 'ended', 'original', 'incarnation', 'group', ' ']"
Wanda,0,1,1,0,0,0,0,0,0,"['wanda', 'lonely', 'housewife', 'drift', 'mining', 'country', 'meet', 'petty', 'thief', 'take', 'child desertion', 'shooting', 'under educated', 'feelings of inadequacy', 'low self esteem']"
Lady Luck,1,0,1,0,0,0,0,0,0,"['individual', 'trial', 'turbulence', 'three', 'stranger', 'drawn', 'together', 'one', 'roof', 'gabriele', 'running', 'philandering', 'egotistical', 'soon', 'former', 'husband', 'finding', 'renewed', 'sense', 'love', 'dr', 'perry', 'alliteration in title', 'bare chested male', 'oral sex', 'blow job', 'male wears underwear']"
The Cisco Kid Returns,0,0,0,0,1,0,0,0,0,"['cisco', 'kid', 'pancho', 'stop', 'marriage', 'rosita', 'harris', 'claiming', 'cisco', 'already', 'married', 'exhibit', 'borrowed', 'child', 'nancy', 'proof', 'cisco', 'carry', 'furious', 'rosita', 'find', 'returning', 'nancy', 'b western']"
Vaimoke,1,0,0,1,0,0,0,0,0,"['esko', 'make', 'bet', 'marry', 'first', 'young', 'woman', 'encounter', 'turn', 'kirsti', 'promptly', 'turn', 'proposal', 'find', 'bet', 'agrees', 'marry', 'order', 'get', 'revenge', '1930s', 'agronomist', '20 year old woman', 'wedding ceremony', 'wedding']"
All Quiet on the Western Front,0,0,1,0,1,0,0,0,0,"['german', 'youth', 'eagerly', 'enters', 'world', 'war', 'enthusiasm', 'wane', 'get', 'firsthand', 'view', 'horror', '1910s', 'anti war', 'shell shock', 'ptsd post traumatic stress disorder', 'depression']"
Scrooge: A Christmas Carol,1,0,0,0,1,0,1,0,0,"['supernatural', 'time', 'travelling', 'musical', 'adaptation', 'charles', 'dickens', 'cult', 'christmas', 'story', 'christmas', 'holiday', 'travel', 'singing', 'cgi animation']"
Ocean's Eleven,0,1,0,0,0,0,0,0,1,"['danny', 'ocean', 'ten', 'accomplice', 'plan', 'rob', 'three', 'la', 'vega', 'casino', 'simultaneously', 'casino', 'heist', 'criminal mastermind', 'card dealer', 'ulcer']"
Penrod and Sam,1,0,1,0,0,0,0,0,0,"['mischievous', 'schoolboy', 'penrod', 'sam', 'constantly', 'trouble', 'school', 'start', 'club', 'club', 'member', 'two', 'schoolmate', 'georgie', 'rodney', 'want', 'get', 'club', 'young boy', 'club', 'school', 'rivalry', 'real estate']"
Oliver Twist,0,1,1,0,0,0,0,0,0,"['adaptation', 'classic', 'dickens', 'tale', 'orphan', 'meet', 'pickpocket', 'street', 'london', 'join', 'household', 'boy', 'trained', 'steal', 'master', 'character name as title', 'oliver twist character', 'artful dodger character', 'fagin character', 'bill sykes character']"
Domenica d'agosto,1,0,1,0,0,0,0,0,0,"['variety', 'different', 'people', 'adult', 'child', 'family', 'young', 'lover', 'youth', 'gang', 'spend', 'sunday', 'beach', 'ostia', 'outside', 'rome', 'ostia italy', 'wading in a fountain', 'female editor', 'flirting', 'private beach']"
They Drive by Night,0,1,0,0,0,0,0,0,1,"['convict', 'prison', 'implicated', 'murder', 'go', 'run', 'hitching', 'ride', 'truck', 'driver', 'british noir', 'based on novel', 'truck', 'lorry']"
And Then There Were None 2017,0,0,0,0,0,0,0,0,1,"['good', 'looking', 'people', 'stop', 'middle', 'mojave', 'desert', 'people', 'start', 'dying', 'desert']"
Dumbo,0,0,0,0,1,0,1,1,0,"['young', 'elephant', 'whose', 'oversized', 'ear', 'enable', 'fly', 'help', 'save', 'struggling', 'circus', 'circus', 'plan', 'new', 'venture', 'dumbo', 'friend', 'discover', 'dark', 'secret', 'beneath', 'shiny', 'veneer', 'elephant', 'dumbo character', 'remake', 'oversized ear', 'florida']"
The Duke of Burgundy,0,0,1,1,0,0,0,0,0,"['woman', 'study', 'butterfly', 'moth', 'test', 'limit', 'relationship', 'lesbian', 'lover', 'lesbian', 'female stockinged legs', 'entomology', 'lesbianism', 'lesbian relationship']"
Guillermo del Toro's Pinocchio,0,0,1,0,0,0,1,0,0,"['father', 'wish', 'magically', 'brings', 'wooden', 'boy', 'life', 'italy', 'giving', 'chance', 'care', 'child', 'magic', 'monkey', 'stop motion animation', 'pinocchio character', 'italy']"
High Sierra,0,0,1,0,1,0,0,0,0,"['released', 'prison', 'notorious', 'thief', 'roy', 'earle', 'hired', 'old', 'bos', 'help', 'group', 'inexperienced', 'criminal', 'plan', 'carry', 'robbery', 'california', 'resort', 'mountain', 'mountain road', 'heist', 'mob boss', 'farmer']"
Falling in Love Again,0,0,0,1,0,0,0,0,0,"['ricky', 'tara', 'recently', 'divorced', 'couple', 'navigating', 'challenge', 'co', 'parenting', 'young', 'son', 'recovering', 'wound', 'failed', 'relationship', 'moving', 'new', 'partner', 'soon', 'find', 'grass', ' ']"
White Heat,0,0,1,1,0,0,0,0,0,"['plantation', 'owner', 'william', 'hawkes', 'david', 'newell', 'approve', 'fact', 'white', 'men', 'island', 'married', 'living', 'native', 'girl', 'approve', 'mixed', 'marriage', 'equally', 'opposed', 'acc', 'pre code film', 'b movie', 'double feature film', 'sugar cane field', 'female director']"
The Hearse,0,0,1,0,0,0,0,0,1,"['schoolteacher', 'move', 'deceased', 'aunt', 'home', 'small', 'town', 'find', 'plagued', 'supernatural', 'occurrence', 'unexplained', 'hostility', 'local', 'townspeople', 'connected', 'aunt', 'past', 'killer car', 'divorcee', 'inheritance', 'mysterious stranger', 'priest']"
La boum,1,0,1,1,0,0,0,0,0,"['story', 'teenage', 'girl', 'first', 'love', 'experience', 'first love', 'coming of age', 'teenage girl', 'friendship', '13 year old']"
Stripes,1,0,0,0,1,0,0,0,0,"['two', 'friend', 'dissatisfied', 'job', 'decide', 'join', 'army', 'bit', 'fun', 'u.s. soldier', 'u.s. army', 'misfit', 'incompetence', 'female frontal nudity']"
The Cannonball Run,1,0,0,0,1,0,0,0,0,"['wide', 'variety', 'eccentric', 'competitor', 'participate', 'wild', 'illegal', 'cross', 'country', 'road', 'race', 'however', 'eccentric', 'entrant', 'anything', 'win', 'road', 'race', 'including', 'low', 'dirty', 'trick', 'racer', 'competition', 'cleavage', 'on the road', 'road trip']"
Chariots of Fire,0,0,1,0,0,1,0,0,0,"['two', 'british', 'track', 'athlete', 'one', 'determined', 'jew', 'devout', 'christian', 'driven', 'win', 'olympics', 'wrestle', 'issue', 'pride', 'conscience', '1920s', 'athlete', 'paris 1924 summer olympics', 'olympic games', 'running']"
For Your Eyes Only,0,0,0,0,1,0,0,0,1,"['james', 'bond', 'assigned', 'find', 'missing', 'british', 'vessel', 'equipped', 'weapon', 'encryption', 'device', 'prevent', 'falling', 'enemy', 'hand', 'cortina italy', '007', 'albania', ""blofeld's cat"", 'snow adventure']"
Gregory's Two Girls,1,0,0,0,0,0,0,0,0,"['bill', 'forsyth', 'return', 'romantic', 'comedy', 'gregory', 'girl', 'year', 'teenage', 'crush', 'football', 'mad', 'schoolgirl', 'gregory', 'back', 'old', 'school', 'teaching', 'english', 'two', 'pupil', 'uncover', 'evil', 'practice', 'sex scene', 'dream', 'teacher', 'school', 'united nations']"
Only When I Laugh,1,0,1,0,0,0,0,0,0,"['boozy', 'broadway', 'actress', 'come', 'week', 'cure', 'face', 'problem', 'best', 'friend', 'well', 'needy', 'daughter', 'try', 'balance', 'terror', 'returning', 'work', 'demand', 'around', 'humor', 'literature on screen', 'american literature on screen', 'humoristic literature on screen', 'american humoristic literature on screen', '20th century literature on screen']"
The Amateur,1,0,1,0,0,0,0,0,0,"['amateur', 'revenge', 'quadricorn', 'naturalistic', 'musical', 'drama', 'explores', 'chaotic', 'journey', 'artistic', 'pursuit', 'contemporary', 'los', 'angeles', 'much', 'willing', 'lose', 'live', 'dream', 'pursuit']"
All Night Long,1,0,1,1,0,0,0,0,0,"['middle', 'aged', 'executive', 'lifestyle', 'value', 'turned', 'upside', 'demoted', 'chain', 'store', 'night', 'manager', 'prologue', 'scene during opening credits', 'warehouse', 'drugstore', 'infidelity']"
American Pop,0,0,1,0,0,1,1,0,0,"['story', 'four', 'generation', 'russian', 'jewish', 'immigrant', 'family', 'musician', 'whose', 'career', 'parallel', 'history', 'american', 'popular', 'music', 'th', 'century', 'kansa', 'journey', 'immigrant', 'jewish', 'prohibition']"
